numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-11174,CL-00441,BU-03,Lost,TY-00,8843.91,8843.91,0.06,RE-01,TE-14,IN-11,2021-10-10,2021-12-29,80.0,LS-28,NV-4
OP-11175,CL-00441,BU-03,Lost,TY-05,714262.47,714262.47,0.18,RE-01,TE-15,IN-07,2021-12-03,2021-12-04,1.0,LS-15,NV-2
OP-11176,CL-00441,BU-03,Won,TY-05,714883.1,2056210.14,0.13,RE-01,TE-10,IN-35,2020-12-13,2022-01-08,391.0,LS-16,NV-3
OP-11177,CL-00441,BU-03,Won,TY-00,3200.78,3200.78,0.15,RE-01,TE-00,IN-35,2021-08-16,2021-11-29,105.0,LS-15,NV-0
OP-11178,CL-00441,BU-03,Won,TY-00,9145.1,9145.1,0.05,RE-01,TE-00,IN-13,2020-11-25,2021-11-22,362.0,LS-15,NV-1
OP-11179,CL-00441,BU-03,Won,TY-00,601.65,601.65,0.28,RE-01,TE-13,IN-28,2021-10-02,2021-11-03,32.0,LS-33,NV-3
OP-11180,CL-00441,BU-03,Lost,TY-03,185068.01,185068.01,0.24,RE-01,TE-15,IN-05,2020-02-15,2021-07-09,510.0,LS-22,NV-3
OP-11181,CL-00441,BU-03,Lost,TY-00,9145.1,9145.1,0.13,RE-01,TE-15,IN-43,2021-01-19,2021-07-14,176.0,LS-27,NV-3
OP-11182,CL-00441,BU-03,Lost,TY-04,19447.3,19447.3,0.18,RE-01,TE-12,IN-30,2022-01-12,2022-03-02,49.0,LS-07,NV-0
OP-11183,CL-00441,BU-03,Won,TY-00,675.78,675.78,0.14,RE-01,TE-09,IN-39,2018-01-23,2018-01-23,0.0,LS-03,NV-3
OP-11184,CL-00441,BU-03,Won,TY-00,61496.37,61496.37,0.27,RE-01,TE-07,IN-22,2017-12-23,2017-12-23,0.0,LS-11,NV-2
OP-11185,CL-00441,BU-03,Won,TY-00,844.73,844.73,0.14,RE-01,TE-02,IN-12,2018-02-24,2018-02-24,0.0,LS-27,NV-2
OP-11186,CL-00441,BU-03,Lost,TY-05,21089770.62,26958470.36,0.25,RE-01,TE-05,IN-32,2018-04-18,2019-08-14,483.0,LS-22,NV-4
OP-11187,CL-00441,BU-03,Won,TY-05,662.21,662.21,0.12,RE-01,TE-12,IN-09,2019-04-18,2019-04-18,0.0,LS-23,NV-3
OP-11188,CL-00441,BU-03,Won,TY-00,3442.53,3442.53,0.11,RE-01,TE-08,IN-16,2018-11-21,2019-01-22,62.0,LS-28,NV-2
OP-11189,CL-00441,BU-03,Lost,TY-04,6668.85,13337.7,0.07,RE-01,TE-05,IN-59,2018-08-05,2018-12-10,127.0,LS-17,NV-2
OP-11190,CL-00441,BU-03,Won,TY-00,130751.49,130751.49,0.09,RE-01,TE-15,IN-36,2017-02-11,2018-11-16,643.0,LS-19,NV-0
OP-11191,CL-00441,BU-03,Lost,TY-00,18872.85,18872.85,0.21,RE-01,TE-03,IN-11,2017-10-25,2018-10-29,369.0,LS-26,NV-3
OP-11192,CL-00441,BU-03,Won,TY-00,1351.57,1351.57,0.18,RE-01,TE-06,IN-53,2018-09-20,2018-09-20,0.0,LS-24,NV-2
OP-11193,CL-00441,BU-03,Won,TY-00,16556.71,16556.71,0.23,RE-01,TE-00,IN-44,2018-07-27,2018-07-27,0.0,LS-28,NV-4
OP-11194,CL-00441,BU-03,Won,TY-00,4054.7,4054.7,0.18,RE-01,TE-10,IN-60,2018-09-24,2018-09-24,0.0,LS-35,NV-4
OP-11195,CL-00441,BU-03,Won,TY-00,675.78,675.78,0.1,RE-01,TE-15,IN-04,2018-06-27,2018-06-27,0.0,LS-32,NV-1
OP-11196,CL-00441,BU-03,Won,TY-00,43588.09,43588.09,0.13,RE-01,TE-12,IN-31,2018-03-21,2018-05-30,70.0,LS-24,NV-2
OP-11197,CL-00441,BU-03,Won,TY-00,17232.5,17232.5,0.13,RE-01,TE-00,IN-64,2018-06-06,2018-06-06,0.0,LS-13,NV-1
OP-11198,CL-00441,BU-03,Won,TY-04,6757.84,6757.84,0.25,RE-01,TE-02,IN-06,2018-07-17,2018-07-17,0.0,LS-01,NV-3
OP-11199,CL-00441,BU-03,Won,TY-00,1351.57,1351.57,0.2,RE-01,TE-11,IN-37,2018-07-20,2018-07-20,0.0,LS-13,NV-3
OP-11200,CL-00441,BU-03,Won,TY-00,844.73,844.73,0.16,RE-01,TE-03,IN-30,2018-05-26,2018-05-26,0.0,LS-25,NV-0
OP-11201,CL-00441,BU-03,Won,TY-00,3716.82,3716.82,0.3,RE-01,TE-04,IN-54,2018-06-22,2018-06-22,0.0,LS-14,NV-4
OP-11202,CL-00441,BU-03,Lost,TY-00,5778.8,5778.8,0.21,RE-01,TE-14,IN-54,2017-12-29,2018-02-09,42.0,LS-02,NV-0
OP-11203,CL-00441,BU-03,Won,TY-00,844.73,844.73,0.21,RE-01,TE-13,IN-40,2018-04-14,2018-04-15,1.0,LS-10,NV-4
OP-11204,CL-00441,BU-03,Won,TY-00,2626.73,2626.73,0.14,RE-01,TE-12,IN-21,2018-02-03,2018-02-11,8.0,LS-34,NV-4
OP-11205,CL-00441,BU-03,Lost,TY-00,7789.95,7789.95,0.15,RE-01,TE-00,IN-52,2020-01-27,2021-07-05,525.0,LS-06,NV-3
OP-11206,CL-00441,BU-03,Lost,TY-00,14873.06,14873.06,0.28,RE-01,TE-03,IN-39,2020-02-22,2021-07-31,525.0,LS-11,NV-2
OP-11207,CL-00441,BU-03,Lost,TY-00,39670.49,39670.49,0.26,RE-01,TE-06,IN-11,2019-05-27,2021-07-09,774.0,LS-32,NV-1
OP-11208,CL-00441,BU-03,Lost,TY-00,38505.7,38505.7,0.16,RE-01,TE-09,IN-07,2020-05-01,2021-02-28,303.0,LS-23,NV-3
OP-11209,CL-00441,BU-03,Lost,TY-00,29652.63,29652.63,0.3,RE-01,TE-14,IN-12,2019-08-19,2020-07-21,337.0,LS-19,NV-3
OP-11210,CL-00441,BU-03,Lost,TY-00,22464.11,22464.11,0.13,RE-01,TE-04,IN-26,2019-10-07,2020-09-08,337.0,LS-03,NV-2
OP-11211,CL-00441,BU-03,Lost,TY-00,11657.7,11657.7,0.05,RE-01,TE-01,IN-35,2020-01-15,2020-06-03,140.0,LS-10,NV-1
OP-11212,CL-00441,BU-03,Won,TY-00,18160.46,18160.46,0.07,RE-01,TE-14,IN-15,2020-04-02,2020-05-05,33.0,LS-25,NV-4
OP-11213,CL-00441,BU-03,Lost,TY-00,118161.25,118161.25,0.23,RE-01,TE-11,IN-01,2019-03-06,2020-04-07,398.0,LS-04,NV-2
OP-11214,CL-00441,BU-03,Lost,TY-00,12130.62,12130.62,0.25,RE-01,TE-06,IN-08,2019-07-26,2020-06-05,315.0,LS-32,NV-1
OP-11215,CL-00441,BU-03,Won,TY-00,100497.36,100497.36,0.07,RE-01,TE-03,IN-39,2019-11-20,2020-04-13,145.0,LS-09,NV-2
OP-11216,CL-00441,BU-03,Lost,TY-00,59754.55,59754.55,0.17,RE-01,TE-04,IN-13,2019-06-21,2019-12-10,172.0,LS-22,NV-1
OP-11217,CL-00441,BU-03,Lost,TY-00,1111.47,1111.47,0.19,RE-01,TE-10,IN-06,2019-09-01,2019-10-21,50.0,LS-03,NV-3
OP-11218,CL-00441,BU-03,Won,TY-00,3556.72,3556.72,0.09,RE-01,TE-07,IN-07,2019-03-16,2019-08-12,149.0,LS-08,NV-0
OP-11219,CL-00441,BU-03,Won,TY-00,2222.95,2222.95,0.12,RE-01,TE-09,IN-09,2019-06-28,2019-08-23,56.0,LS-27,NV-1
OP-11220,CL-00441,BU-03,Won,TY-00,1111.47,1111.47,0.16,RE-01,TE-13,IN-58,2019-07-14,2019-08-19,36.0,LS-18,NV-4
OP-11221,CL-00833,BU-07,Lost,TY-00,110108.16,110108.16,0.26,RE-03,TE-13,IN-26,2021-10-27,2021-12-04,38.0,LS-22,NV-4
OP-11222,CL-01157,BU-07,Lost,TY-04,1021243.17,1689518.45,0.1,RE-03,TE-11,IN-37,2019-11-22,2021-06-18,574.0,LS-28,NV-3
OP-11223,CL-00035,BU-07,S3,TY-04,632037.34,875128.62,0.07,RE-03,TE-09,IN-30,2023-03-25,2024-01-13,187.0,LS-10,NV-1
OP-11224,CL-00035,BU-07,Lost,TY-04,29170954.01,29170954.01,0.19,RE-03,TE-05,IN-18,2018-09-26,2020-09-21,726.0,LS-31,NV-3
OP-11225,CL-01102,BU-03,Lost,TY-04,164368.6,275599.39,0.15,RE-01,TE-13,IN-51,2021-03-04,2021-10-28,238.0,LS-26,NV-3
OP-11226,CL-01102,BU-03,Lost,TY-05,291709.54,291709.54,0.25,RE-01,TE-09,IN-22,2021-08-17,2021-09-20,34.0,LS-34,NV-0
OP-11227,CL-01102,BU-03,S3,TY-04,2229651.77,3088426.14,0.25,RE-01,TE-09,IN-31,2021-10-04,2024-06-11,706.0,LS-16,NV-4
OP-11228,CL-00694,BU-07,Lost,TY-03,137149.65,137149.65,0.24,RE-03,TE-12,IN-12,2019-12-26,2022-11-24,1064.0,LS-14,NV-0
OP-11229,CL-00694,BU-07,Lost,TY-00,10888.75,10888.75,0.09,RE-03,TE-13,IN-11,2020-06-16,2020-09-14,90.0,LS-25,NV-4
OP-11230,CL-00043,BU-07,Lost,TY-00,5971.29,5971.29,0.15,RE-03,TE-14,IN-57,2020-06-10,2021-05-08,332.0,LS-07,NV-1
OP-11231,CL-00043,BU-07,S4,TY-00,6469.32,6469.32,0.26,RE-03,TE-09,IN-62,2023-09-16,2023-12-08,20.0,LS-15,NV-3
OP-11232,CL-00043,BU-07,Won,TY-00,25359.75,25359.75,0.1,RE-03,TE-00,IN-50,2022-11-21,2023-09-27,310.0,LS-15,NV-0
OP-11233,CL-00043,BU-07,Lost,TY-00,41403.67,41403.67,0.29,RE-03,TE-03,IN-51,2022-07-29,2022-10-28,91.0,LS-12,NV-2
OP-11234,CL-00043,BU-07,Lost,TY-05,385378.55,385378.55,0.28,RE-03,TE-14,IN-00,2021-09-11,2022-05-13,244.0,LS-14,NV-2
OP-11235,CL-00043,BU-07,S3,TY-03,77631.87,77631.87,0.24,RE-03,TE-07,IN-16,2023-04-27,2024-03-21,176.0,LS-09,NV-4
OP-11236,CL-00043,BU-07,S3,TY-02,146556.56,146556.56,0.3,RE-03,TE-07,IN-35,2023-07-08,2024-01-28,112.0,LS-27,NV-1
OP-11237,CL-00043,BU-07,Won,TY-03,131753.84,131753.84,0.22,RE-03,TE-12,IN-12,2017-01-11,2020-01-06,1090.0,LS-14,NV-1
OP-11238,CL-00196,BU-07,S2,TY-05,562582.69,923746.88,0.3,RE-03,TE-12,IN-37,2023-08-08,2024-08-24,30.0,LS-02,NV-2
OP-11239,CL-00196,BU-07,S4,TY-03,34032.78,34032.78,0.09,RE-03,TE-13,IN-11,2022-11-20,2024-06-02,345.0,LS-10,NV-4
OP-11240,CL-00196,BU-07,Won,TY-03,35199.62,35199.62,0.08,RE-03,TE-03,IN-12,2018-11-01,2020-05-12,558.0,LS-18,NV-3
OP-11241,CL-00196,BU-07,Lost,TY-00,8751.29,8751.29,0.11,RE-03,TE-06,IN-64,2018-05-28,2019-07-08,406.0,LS-01,NV-3
OP-11242,CL-00640,BU-03,S1,TY-04,6806555.94,21392032.94,0.24,RE-01,TE-09,IN-61,2023-08-14,2024-04-14,30.0,LS-04,NV-0
OP-11243,CL-00594,BU-07,Won,TY-05,1982.21,1982.21,0.26,RE-03,TE-11,IN-42,2023-01-16,2023-01-16,0.0,LS-24,NV-3
OP-11244,CL-00594,BU-07,Won,TY-05,68707.49,68707.49,0.26,RE-03,TE-15,IN-05,2021-12-29,2022-08-12,226.0,LS-16,NV-2
OP-11245,CL-00594,BU-07,Won,TY-05,12420.2,12420.2,0.18,RE-03,TE-00,IN-10,2022-05-30,2022-05-30,0.0,LS-25,NV-2
OP-11246,CL-00594,BU-07,Won,TY-05,14699.81,14699.81,0.2,RE-03,TE-09,IN-53,2020-01-10,2020-01-10,0.0,LS-32,NV-2
OP-11247,CL-00594,BU-07,Lost,TY-00,13973.74,13973.74,0.09,RE-03,TE-02,IN-58,2021-11-24,2022-11-15,356.0,LS-16,NV-0
OP-11248,CL-00594,BU-07,Won,TY-00,14864.6,14864.6,0.22,RE-03,TE-03,IN-01,2021-11-08,2021-11-08,0.0,LS-27,NV-4
OP-11249,CL-00594,BU-07,Lost,TY-05,1449590.76,1449590.76,0.26,RE-03,TE-15,IN-41,2013-11-18,2021-08-26,2838.0,LS-33,NV-3
OP-11250,CL-00594,BU-07,Lost,TY-05,770040.71,832995.18,0.19,RE-03,TE-02,IN-61,2020-11-16,2021-06-26,222.0,LS-15,NV-4
OP-11251,CL-00594,BU-07,Lost,TY-03,48999.37,48999.37,0.1,RE-03,TE-13,IN-13,2019-09-09,2020-07-18,313.0,LS-13,NV-2
OP-11252,CL-00295,BU-07,Lost,TY-04,534800.82,1555784.21,0.14,RE-03,TE-05,IN-01,2020-02-06,2022-03-14,767.0,LS-06,NV-3
OP-11253,CL-00316,BU-07,Lost,TY-00,54443.74,54443.74,0.19,RE-03,TE-06,IN-63,2019-01-05,2020-05-01,482.0,LS-09,NV-2
OP-11254,CL-00316,BU-07,Lost,TY-03,119425.84,119425.84,0.25,RE-03,TE-02,IN-28,2019-08-05,2020-12-30,513.0,LS-35,NV-2
OP-11255,CL-00512,BU-01,Lost,TY-00,1421.3,1421.3,0.2,RE-02,TE-03,IN-48,2019-05-18,2021-04-29,712.0,LS-28,NV-1
OP-11256,CL-00512,BU-01,S4,TY-04,2313305.29,5100641.82,0.09,RE-02,TE-00,IN-37,2022-11-27,2024-04-18,296.0,LS-25,NV-4
OP-11257,CL-00512,BU-01,S3,TY-04,2676184.55,8375187.04,0.29,RE-02,TE-13,IN-41,2023-02-21,2024-03-01,253.0,LS-00,NV-2
OP-11258,CL-00512,BU-01,Lost,TY-05,523430.24,523430.24,0.14,RE-02,TE-03,IN-26,2019-04-24,2021-03-06,682.0,LS-13,NV-2
OP-11259,CL-00129,BU-01,Lost,TY-04,2428102.44,5058696.55,0.2,RE-02,TE-15,IN-32,2017-11-25,2019-06-15,567.0,LS-24,NV-4
OP-11260,CL-00129,BU-01,Lost,TY-04,1320795.97,2435774.66,0.27,RE-02,TE-12,IN-61,2021-01-30,2021-09-28,241.0,LS-34,NV-4
OP-11261,CL-00349,BU-01,Won,TY-00,24974.79,24974.79,0.19,RE-02,TE-15,IN-46,2021-12-10,2022-02-04,56.0,LS-25,NV-1
OP-11262,CL-00349,BU-01,Won,TY-00,18010.67,18010.67,0.15,RE-02,TE-01,IN-28,2022-01-06,2022-03-30,83.0,LS-29,NV-4
OP-11263,CL-00349,BU-01,Lost,TY-05,355646.03,530098.89,0.1,RE-02,TE-08,IN-09,2021-12-16,2022-01-26,41.0,LS-34,NV-0
OP-11264,CL-00349,BU-01,Lost,TY-05,194473.03,388946.05,0.22,RE-02,TE-15,IN-44,2020-10-20,2022-02-16,484.0,LS-26,NV-1
OP-11265,CL-00349,BU-01,S1,TY-00,18467.07,18467.07,0.29,RE-02,TE-13,IN-20,2023-10-30,2024-06-28,30.0,LS-32,NV-3
OP-11266,CL-00349,BU-01,S4,TY-00,63824.23,63824.23,0.18,RE-02,TE-08,IN-42,2023-10-06,2024-06-04,30.0,LS-00,NV-1
OP-11267,CL-00349,BU-01,S4,TY-00,41443.06,41443.06,0.06,RE-02,TE-08,IN-00,2023-07-28,2024-03-30,34.0,LS-26,NV-0
OP-11268,CL-00349,BU-01,S1,TY-00,2873.73,2873.73,0.18,RE-02,TE-10,IN-34,2023-06-13,2024-05-15,125.0,LS-12,NV-3
OP-11269,CL-00349,BU-01,S4,TY-00,15143.0,15143.0,0.25,RE-02,TE-06,IN-27,2023-04-21,2024-05-26,189.0,LS-34,NV-3
OP-11270,CL-00349,BU-01,S4,TY-05,701748.68,1809772.92,0.29,RE-02,TE-02,IN-01,2022-11-18,2024-01-16,303.0,LS-21,NV-4
OP-11271,CL-00349,BU-01,S4,TY-03,431390.76,431390.76,0.22,RE-02,TE-02,IN-54,2022-06-09,2023-11-03,511.0,LS-07,NV-2
OP-11272,CL-00349,BU-01,Won,TY-00,1975.69,1975.69,0.1,RE-02,TE-10,IN-48,2023-07-15,2023-07-15,0.0,LS-28,NV-4
OP-11273,CL-00349,BU-01,Won,TY-00,62144.35,62144.35,0.27,RE-02,TE-02,IN-31,2023-07-13,2023-09-11,60.0,LS-01,NV-3
OP-11274,CL-00349,BU-01,Won,TY-02,120343.41,120343.41,0.19,RE-02,TE-06,IN-25,2023-04-07,2023-08-18,133.0,LS-03,NV-0
OP-11275,CL-00349,BU-01,Won,TY-00,10776.48,10776.48,0.14,RE-02,TE-06,IN-04,2023-06-02,2023-06-26,24.0,LS-01,NV-3
OP-11276,CL-00349,BU-01,Won,TY-00,33407.08,33407.08,0.12,RE-02,TE-11,IN-13,2023-04-11,2023-06-26,76.0,LS-31,NV-0
OP-11277,CL-00349,BU-01,Lost,TY-05,792216.21,2099075.73,0.17,RE-02,TE-13,IN-33,2021-06-06,2023-07-04,758.0,LS-11,NV-0
OP-11278,CL-00349,BU-01,Lost,TY-02,72253.67,72254.51,0.2,RE-02,TE-10,IN-46,2019-09-15,2023-07-16,1400.0,LS-29,NV-3
OP-11279,CL-00349,BU-01,Lost,TY-00,6648.15,6648.15,0.25,RE-02,TE-10,IN-37,2023-01-23,2023-07-24,182.0,LS-22,NV-2
OP-11280,CL-00349,BU-01,Lost,TY-00,2873.73,2873.73,0.16,RE-02,TE-03,IN-34,2023-04-30,2023-05-22,22.0,LS-35,NV-0
OP-11281,CL-00349,BU-01,Won,TY-03,45979.64,45979.64,0.27,RE-02,TE-13,IN-57,2023-06-12,2023-06-18,6.0,LS-29,NV-2
OP-11282,CL-00349,BU-01,Won,TY-00,18679.22,18679.22,0.25,RE-02,TE-07,IN-31,2023-03-10,2023-05-13,64.0,LS-24,NV-4
OP-11283,CL-00349,BU-01,Won,TY-00,37717.68,37717.68,0.07,RE-02,TE-04,IN-29,2022-11-09,2023-03-30,141.0,LS-20,NV-1
OP-11284,CL-00349,BU-01,Lost,TY-00,9865.17,9865.17,0.14,RE-02,TE-00,IN-12,2022-12-06,2023-05-31,176.0,LS-25,NV-2
OP-11285,CL-00349,BU-01,Lost,TY-02,0.0,0.0,0.26,RE-02,TE-07,IN-12,2023-03-01,2023-03-23,22.0,LS-35,NV-1
OP-11286,CL-00349,BU-01,Lost,TY-00,13281.7,13281.7,0.06,RE-02,TE-06,IN-39,2022-01-25,2023-03-14,413.0,LS-09,NV-1
OP-11287,CL-00349,BU-01,Won,TY-00,52086.3,52086.3,0.22,RE-02,TE-00,IN-37,2023-03-24,2023-04-20,27.0,LS-35,NV-4
OP-11288,CL-00349,BU-01,Lost,TY-00,4407.17,4407.17,0.2,RE-02,TE-01,IN-26,2022-06-25,2023-04-22,301.0,LS-24,NV-4
OP-11289,CL-00349,BU-01,Lost,TY-05,72250.62,72250.62,0.22,RE-02,TE-13,IN-46,2023-02-27,2023-04-09,41.0,LS-22,NV-1
OP-11290,CL-00349,BU-01,Lost,TY-00,734.79,734.79,0.08,RE-02,TE-06,IN-15,2023-04-05,2023-04-15,10.0,LS-04,NV-4
OP-11291,CL-00349,BU-01,Lost,TY-00,53099.48,53099.48,0.19,RE-02,TE-12,IN-55,2022-08-29,2023-02-05,160.0,LS-17,NV-1
OP-11292,CL-00349,BU-01,Lost,TY-00,53099.48,53099.48,0.17,RE-02,TE-15,IN-35,2022-09-09,2023-04-03,206.0,LS-16,NV-2
OP-11293,CL-00349,BU-01,Won,TY-00,5102.67,5102.67,0.1,RE-02,TE-12,IN-14,2022-12-22,2023-02-06,46.0,LS-15,NV-2
OP-11294,CL-00349,BU-01,Lost,TY-00,5102.59,5102.59,0.05,RE-02,TE-02,IN-34,2022-11-25,2023-01-14,50.0,LS-30,NV-4
OP-11295,CL-00349,BU-01,Lost,TY-00,9233.53,9233.53,0.28,RE-02,TE-13,IN-22,2022-09-23,2022-12-25,93.0,LS-34,NV-1
OP-11296,CL-00349,BU-01,Lost,TY-00,4616.77,4616.77,0.14,RE-02,TE-11,IN-06,2022-06-15,2023-02-12,242.0,LS-21,NV-1
OP-11297,CL-00349,BU-01,Lost,TY-00,6180.56,6180.56,0.13,RE-02,TE-05,IN-48,2021-04-10,2022-11-26,595.0,LS-26,NV-1
OP-11298,CL-00349,BU-01,Lost,TY-05,1060029.01,1508022.27,0.18,RE-02,TE-14,IN-13,2022-04-27,2022-12-20,237.0,LS-03,NV-1
OP-11299,CL-00349,BU-01,Won,TY-00,42824.5,42824.5,0.28,RE-02,TE-15,IN-05,2022-10-01,2022-11-11,41.0,LS-16,NV-1
OP-11300,CL-00349,BU-01,Won,TY-00,3648.01,3648.01,0.19,RE-02,TE-09,IN-58,2022-07-12,2022-09-04,54.0,LS-00,NV-4
OP-11301,CL-00349,BU-01,Won,TY-02,252275.92,252275.92,0.07,RE-02,TE-07,IN-07,2022-02-27,2022-10-05,220.0,LS-12,NV-2
OP-11302,CL-00349,BU-01,Won,TY-00,53638.42,53638.42,0.15,RE-02,TE-01,IN-02,2022-03-28,2022-05-24,57.0,LS-33,NV-4
OP-11303,CL-00349,BU-01,Won,TY-00,2854.97,2854.97,0.16,RE-02,TE-00,IN-54,2022-03-03,2022-05-06,64.0,LS-21,NV-0
OP-11304,CL-00349,BU-01,Won,TY-00,21412.25,21412.25,0.16,RE-02,TE-01,IN-08,2022-06-03,2022-07-02,29.0,LS-29,NV-1
OP-11305,CL-00349,BU-01,Won,TY-00,4758.28,4758.28,0.1,RE-02,TE-14,IN-32,2021-12-26,2022-04-25,120.0,LS-34,NV-1
OP-11306,CL-00349,BU-01,Lost,TY-05,0.0,0.0,0.07,RE-02,TE-10,IN-30,2020-04-08,2022-05-05,757.0,LS-01,NV-1
OP-11307,CL-00349,BU-01,Lost,TY-05,0.0,0.0,0.18,RE-02,TE-13,IN-54,2020-03-21,2022-07-10,841.0,LS-17,NV-4
OP-11308,CL-00349,BU-01,Won,TY-00,26646.35,26646.35,0.11,RE-02,TE-05,IN-32,2022-02-05,2022-04-02,56.0,LS-15,NV-2
OP-11309,CL-00349,BU-01,Won,TY-00,3965.23,3965.23,0.26,RE-02,TE-08,IN-02,2022-02-14,2022-06-22,128.0,LS-23,NV-0
OP-11310,CL-00349,BU-01,Won,TY-00,39017.88,39017.88,0.15,RE-02,TE-01,IN-13,2019-04-28,2022-06-14,1143.0,LS-35,NV-3
OP-11311,CL-00349,BU-01,Won,TY-03,121811.91,121811.91,0.23,RE-02,TE-02,IN-15,2019-01-15,2022-05-02,1203.0,LS-12,NV-1
OP-11312,CL-00349,BU-01,Won,TY-00,42824.5,42824.5,0.09,RE-02,TE-06,IN-54,2021-12-01,2022-03-24,113.0,LS-13,NV-0
OP-11313,CL-00349,BU-01,Won,TY-00,10085.97,10085.97,0.15,RE-02,TE-13,IN-64,2022-01-04,2022-06-09,156.0,LS-24,NV-4
OP-11314,CL-00349,BU-01,Lost,TY-05,536271.82,736628.82,0.14,RE-02,TE-04,IN-50,2021-04-24,2022-05-29,400.0,LS-09,NV-0
OP-11315,CL-00349,BU-01,Lost,TY-05,1937325.38,2583100.5,0.17,RE-02,TE-04,IN-36,2020-07-18,2022-05-12,663.0,LS-00,NV-0
OP-11316,CL-00349,BU-01,Lost,TY-00,16070.33,16070.33,0.09,RE-02,TE-15,IN-55,2022-02-05,2022-05-14,98.0,LS-28,NV-2
OP-11317,CL-00349,BU-01,Lost,TY-00,16388.4,16388.4,0.14,RE-02,TE-15,IN-50,2021-11-23,2022-05-26,184.0,LS-15,NV-3
OP-11318,CL-00349,BU-01,Lost,TY-02,202057.47,202057.47,0.08,RE-02,TE-11,IN-37,2022-04-25,2022-05-09,14.0,LS-01,NV-2
OP-11319,CL-00349,BU-01,Lost,TY-02,10306.18,68515.92,0.28,RE-02,TE-12,IN-07,2021-05-22,2022-02-19,273.0,LS-20,NV-0
OP-11320,CL-00349,BU-01,Lost,TY-00,11015.21,11015.21,0.2,RE-02,TE-06,IN-13,2021-11-25,2022-02-15,82.0,LS-00,NV-4
OP-11321,CL-00349,BU-01,Lost,TY-00,28276.0,28276.0,0.08,RE-02,TE-04,IN-10,2021-05-17,2022-02-19,278.0,LS-25,NV-4
OP-11322,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.08,RE-02,TE-10,IN-64,2021-08-09,2022-03-11,214.0,LS-08,NV-4
OP-11323,CL-00349,BU-01,Lost,TY-00,16218.43,16218.43,0.18,RE-02,TE-05,IN-48,2021-10-20,2022-01-17,89.0,LS-32,NV-2
OP-11324,CL-00349,BU-01,Won,TY-00,4562.71,4562.71,0.28,RE-02,TE-02,IN-64,2022-01-15,2022-01-28,13.0,LS-31,NV-4
OP-11325,CL-00349,BU-01,Won,TY-00,9605.69,9605.69,0.19,RE-02,TE-08,IN-52,2022-03-04,2022-03-23,19.0,LS-29,NV-4
OP-11326,CL-00349,BU-01,Won,TY-00,2836.59,2836.59,0.17,RE-02,TE-00,IN-07,2022-01-13,2022-02-21,39.0,LS-20,NV-4
OP-11327,CL-00349,BU-01,Won,TY-04,20832.37,20832.37,0.13,RE-02,TE-06,IN-56,2018-09-13,2018-11-04,52.0,LS-06,NV-0
OP-11328,CL-00349,BU-01,Won,TY-00,17245.11,17245.11,0.08,RE-02,TE-04,IN-34,2018-09-17,2018-12-09,83.0,LS-05,NV-3
OP-11329,CL-00349,BU-01,Won,TY-00,5430.0,5430.0,0.16,RE-02,TE-03,IN-64,2018-08-14,2018-11-14,92.0,LS-02,NV-2
OP-11330,CL-00349,BU-01,Won,TY-02,74488.7,74488.7,0.22,RE-02,TE-15,IN-02,2018-07-21,2018-09-17,58.0,LS-07,NV-0
OP-11331,CL-00349,BU-01,Won,TY-00,43439.88,43439.88,0.16,RE-02,TE-00,IN-36,2017-11-17,2018-09-01,288.0,LS-00,NV-2
OP-11332,CL-00349,BU-01,Won,TY-00,10519.36,10519.36,0.05,RE-02,TE-03,IN-54,2017-07-18,2018-07-03,350.0,LS-17,NV-4
OP-11333,CL-00349,BU-01,Lost,TY-00,18378.63,18378.63,0.1,RE-02,TE-05,IN-55,2018-07-10,2018-09-15,67.0,LS-31,NV-2
OP-11334,CL-00349,BU-01,Won,TY-00,65562.22,65562.22,0.22,RE-02,TE-01,IN-17,2018-03-29,2018-08-01,125.0,LS-28,NV-2
OP-11335,CL-00349,BU-01,Won,TY-00,58701.75,58701.75,0.06,RE-02,TE-03,IN-28,2017-06-12,2018-06-25,378.0,LS-25,NV-1
OP-11336,CL-00349,BU-01,Lost,TY-04,1054367.92,1854300.31,0.12,RE-02,TE-12,IN-10,2020-01-08,2021-01-03,361.0,LS-28,NV-3
OP-11337,CL-00349,BU-01,Lost,TY-00,86871.66,86871.66,0.24,RE-02,TE-05,IN-10,2019-06-06,2021-01-27,601.0,LS-12,NV-4
OP-11338,CL-00349,BU-01,Lost,TY-00,10714.62,10714.62,0.18,RE-02,TE-09,IN-53,2020-11-12,2021-03-01,109.0,LS-15,NV-2
OP-11339,CL-00349,BU-01,Lost,TY-00,6016.08,6016.08,0.27,RE-02,TE-14,IN-48,2020-11-14,2021-03-03,109.0,LS-15,NV-4
OP-11340,CL-00349,BU-01,Won,TY-00,9124.04,9124.04,0.15,RE-02,TE-06,IN-45,2020-10-16,2021-01-19,95.0,LS-15,NV-2
OP-11341,CL-00349,BU-01,Won,TY-00,25286.64,25286.64,0.21,RE-02,TE-09,IN-08,2020-10-15,2021-01-18,95.0,LS-35,NV-2
